query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-A0A1L5TSN9-F1-model_v4,AF-Q9NVH1-3-F1-model_v6,0.124,345,165,22,22,344,125,354,0.005493,103,0.5886,A0A1L5TSN9,Q9NVH1,,DNAJC11,9606
AF-A0A1E3M395-F1-model_v4,AF-Q6UB35-F1-model_v6,0.102,78,55,3,408,481,80,146,8.759,30,0.5885,A0A1E3M395,Q6UB35,,MTHFD1L,9606
AF-V5VHS2-F1-model_v4,AF-Q147X3-2-F1-model_v6,0.11,199,109,12,2,182,175,323,0.0033,98,0.5883,V5VHS2,Q147X3,cepI,NAA30,9606
AF-V5VAB6-F1-model_v4,AF-Q9BUP3-2-F1-model_v6,0.063,63,53,4,4,63,19,78,2.015,39,0.5883,V5VAB6,Q9BUP3,yaiI,HTATIP2,9606
AF-A0A1E3M777-F1-model_v4,AF-Q149M9-F1-model_v6,0.117,289,194,20,9,281,957,1200,1.193e-06,193,0.5881,A0A1E3M777,Q149M9,,NWD1,9606
AF-A0A1E3M8X1-F1-model_v4,AF-P29122-5-F1-model_v6,0.161,446,281,25,1,378,39,459,3.955e-16,405,0.5879,A0A1E3M8X1,P29122,,PCSK6,9606
AF-A0A1E3MA35-F1-model_v4,AF-Q96GJ1-2-F1-model_v6,0.141,148,114,6,66,212,328,463,0.00385,90,0.5879,A0A1E3MA35,Q96GJ1,,TRMT2B,9606
AF-V5VAB5-F1-model_v4,AF-Q8NFF5-2-F1-model_v6,0.164,262,157,13,3,233,255,485,9.549e-10,229,0.5877,V5VAB5,Q8NFF5,cysH,FLAD1,9606
AF-A0A0B9W5M8-F1-model_v4,AF-Q5TGI0-F1-model_v6,0.129,262,148,13,2,210,101,335,0.002002,136,0.5876,A0A0B9W5M8,Q5TGI0,maiA,FAXC,9606
AF-A0A059ZK40-F1-model_v4,AF-Q8IZ52-F1-model_v6,0.119,260,163,16,3,213,508,750,4.64e-05,129,0.5874,A0A059ZK40,Q8IZ52,,CHPF,9606
AF-A0A1E3M4S1-F1-model_v4,AF-A4D2B8-2-F1-model_v6,0.151,218,133,12,1,204,210,389,3.522e-06,193,0.5871,A0A1E3M4S1,A4D2B8,,PMS2P1,9606
AF-V5V9G0-F1-model_v4,AF-Q8IWU9-2-F1-model_v6,0.155,129,75,6,311,407,10,136,0.003232,105,0.587,V5V9G0,Q8IWU9,serA,TPH2,9606
AF-A0A0H4UY57-F1-model_v4,AF-Q969S9-3-F1-model_v6,0.115,216,141,12,2,193,565,754,7.511e-06,179,0.5868,A0A0H4UY57,Q969S9,,GFM2,9606
AF-A0A081HAY5-F1-model_v4,AF-P16083-F1-model_v6,0.136,227,128,13,2,178,5,213,4.441e-05,135,0.5868,A0A081HAY5,P16083,azr,NQO2,9606
AF-A0A059ZID6-F1-model_v4,AF-Q9UHY7-F1-model_v6,0.11,254,173,13,2,211,10,254,1.987e-07,193,0.5867,A0A059ZID6,Q9UHY7,,ENOPH1,9606
AF-V5VAN7-F1-model_v4,AF-Q96ES6-F1-model_v6,0.181,446,292,24,21,430,2,410,1.074e-06,233,0.5865,V5VAN7,Q96ES6,kgtP_1,SLC33A2,9606
AF-V5VEV9-F1-model_v4,AF-Q9H171-3-F1-model_v6,0.132,83,62,4,1,82,1,74,2.656,62,0.5865,V5VEV9,Q9H171,lutR_1,ZBP1,9606
AF-A0A0D8GWU9-F1-model_v4,AF-Q9P2T1-F1-model_v6,0.103,241,138,20,22,234,50,240,0.009609,93,0.5862,A0A0D8GWU9,Q9P2T1,prpB,GMPR2,9606
AF-V5VGN1-F1-model_v4,AF-Q96DC8-F1-model_v6,0.11,227,138,12,1,199,36,226,2.807e-05,147,0.5861,V5VGN1,Q96DC8,clpP,ECHDC3,9606
AF-V5V8K9-F1-model_v4,AF-Q14690-F1-model_v6,0.12,91,51,7,1,67,84,169,0.3372,66,0.586,V5V8K9,Q14690,,PDCD11,9606
AF-A0A077GRE7-F1-model_v4,AF-P00568-F1-model_v6,0.163,214,131,10,1,198,9,190,5.741e-07,188,0.586,A0A077GRE7,P00568,tmk,AK1,9606
AF-A0A1E3M2V6-F1-model_v4,AF-Q9H171-5-F1-model_v6,0.114,87,68,3,1,87,1,78,0.07968,79,0.586,A0A1E3M2V6,Q9H171,,ZBP1,9606
AF-A0A1E3M668-F1-model_v4,AF-Q9NR19-F1-model_v6,0.082,121,86,9,93,201,143,250,0.05488,70,0.5857,A0A1E3M668,Q9NR19,hdc,ACSS2,9606
AF-A0A1L5TN02-F1-model_v4,AF-P54278-3-F1-model_v6,0.129,432,251,34,5,377,1,366,2.583e-10,294,0.5857,A0A1L5TN02,P54278,gyrB,PMS2,9606
AF-A0A1E3M7L8-F1-model_v4,AF-Q03154-3-F1-model_v6,0.104,449,256,32,29,451,5,333,2.123e-08,187,0.5857,A0A1E3M7L8,Q03154,,ACY1,9606
AF-A0A1E3MAX7-F1-model_v4,AF-Q99807-F1-model_v6,0.146,219,162,9,8,223,19,215,1.457,62,0.5854,A0A1E3MAX7,Q99807,,COQ7,9606
AF-A0A1E3M4V8-F1-model_v4,AF-O95571-F1-model_v6,0.123,299,199,17,6,288,1,252,7.138e-08,213,0.5854,A0A1E3M4V8,O95571,,ETHE1,9606
AF-A0A1E3M5M0-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.13,92,66,6,35,118,535,620,0.02209,95,0.5853,A0A1E3M5M0,Q8N5C6,,SRBD1,9606
AF-A0A1E3M407-F1-model_v4,AF-Q9H7X0-F1-model_v6,0.121,197,113,12,3,167,13,181,0.0001911,134,0.5853,A0A1E3M407,Q9H7X0,,NAA60,9606
AF-A0A0D5YJL7-F1-model_v4,AF-O75600-2-F1-model_v6,0.122,500,337,32,2,472,18,444,4.718e-11,276,0.5852,A0A0D5YJL7,O75600,,GCAT,9606
AF-V5VGR2-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.118,76,56,3,3,68,540,614,0.006976,105,0.5851,V5VGR2,Q8N5C6,infA,SRBD1,9606
AF-A0A7U4XC12-F1-model_v4,AF-P05165-3-F1-model_v6,0.086,104,73,8,3,96,65,156,0.9511,47,0.5851,A0A7U4XC12,P05165,purN,PCCA,9606
AF-A0A059ZIB9-F1-model_v4,AF-Q9GZT8-2-F1-model_v6,0.092,108,79,5,41,133,110,213,0.2595,62,0.585,A0A059ZIB9,Q9GZT8,,NIF3L1,9606
AF-A0A1E3M3A7-F1-model_v4,AF-P23526-F1-model_v6,0.112,142,104,11,30,164,195,321,0.5235,51,0.585,A0A1E3M3A7,P23526,bioC,AHCY,9606
AF-A0A1L5TN96-F1-model_v4,AF-Q7Z494-6-F1-model_v6,0.133,60,49,2,325,382,390,448,7.73,31,0.5848,A0A1L5TN96,Q7Z494,,NPHP3,9606
AF-A0A0E1JKM2-F1-model_v4,AF-Q9NVH1-3-F1-model_v6,0.088,329,198,14,345,655,125,369,1.007e-05,217,0.5846,A0A0E1JKM2,Q9NVH1,caf1A_2,DNAJC11,9606
AF-V5V8L4-F1-model_v4,AF-Q9GZT8-F1-model_v6,0.093,75,63,5,5,77,167,238,1.063,54,0.5843,V5V8L4,Q9GZT8,serB,NIF3L1,9606
AF-V5VHJ4-F1-model_v4,AF-Q9Y2G4-1-F1-model_v6,0.183,71,46,4,22,91,101,160,2.803,44,0.5842,V5VHJ4,Q9Y2G4,,ANKRD6,9606
AF-V5VJC1-F1-model_v4,AF-O75600-F1-model_v6,0.117,417,259,31,23,396,61,411,3.39e-09,242,0.5842,V5VJC1,O75600,tyrB,GCAT,9606
AF-A0A1E3M5Z9-F1-model_v4,AF-A8MWK0-F1-model_v6,0.158,334,237,19,8,319,151,462,1.182e-06,230,0.5841,A0A1E3M5Z9,A8MWK0,,FADS2B,9606
AF-A0A1E3M8R1-F1-model_v4,AF-Q96NN9-3-F1-model_v6,0.133,472,235,38,13,439,187,529,1.805e-10,241,0.5841,A0A1E3M8R1,Q96NN9,,AIFM3,9606
AF-A0A1E3M5N9-F1-model_v4,AF-O75600-2-F1-model_v6,0.133,478,330,28,47,493,18,442,2.725e-12,310,0.5841,A0A1E3M5N9,O75600,,GCAT,9606
AF-A0A1L5TN02-F1-model_v4,AF-A4D2B8-F1-model_v6,0.181,204,115,13,2,184,188,360,0.0001019,160,0.584,A0A1L5TN02,A4D2B8,gyrB,PMS2P1,9606
AF-A0A1E3MAY7-F1-model_v4,AF-O94851-5-F1-model_v6,0.202,148,67,8,369,469,81,224,0.003868,102,0.584,A0A1E3MAY7,O94851,fadH,MICAL2,9606
AF-A0A1E3M971-F1-model_v4,AF-Q9BUP3-2-F1-model_v6,0.109,64,42,2,9,72,20,68,2.712,34,0.584,A0A1E3M971,Q9BUP3,mobA,HTATIP2,9606
AF-A0A1E3MBH8-F1-model_v4,AF-Q8N9I5-2-F1-model_v6,0.15,359,221,24,7,330,25,334,7.505e-05,172,0.5839,A0A1E3MBH8,Q8N9I5,,FADS6,9606
AF-A0A7U4XAR2-F1-model_v4,AF-Q68CR1-F1-model_v6,0.094,179,128,13,91,249,283,447,0.001496,112,0.5838,A0A7U4XAR2,Q68CR1,,SEL1L3,9606
AF-A0A7U4XC12-F1-model_v4,AF-Q8NFW8-2-F1-model_v6,0.174,103,59,7,2,82,46,144,0.04634,75,0.5838,A0A7U4XC12,Q8NFW8,purN,CMAS,9606
AF-V5VH71-F1-model_v4,AF-Q9Y2Q3-4-F1-model_v6,0.136,212,126,8,1,204,6,168,0.03115,87,0.5836,V5VH71,Q9Y2Q3,,GSTK1,9606
AF-V5VBI3-F1-model_v4,AF-Q99807-2-F1-model_v6,0.142,189,128,9,32,204,7,177,6.641,47,0.5834,V5VBI3,Q99807,,COQ7,9606
AF-A0A1E3M3I5-F1-model_v4,AF-P35249-2-F1-model_v6,0.122,301,177,17,6,280,43,282,9.032e-06,151,0.5833,A0A1E3M3I5,P35249,,RFC4,9606
AF-A0A1E3M7A9-F1-model_v4,AF-O00408-F1-model_v6,0.131,205,123,12,18,197,228,402,0.002737,106,0.5833,A0A1E3M7A9,O00408,,PDE2A,9606
AF-A0A1E3M407-F1-model_v4,AF-Q9H7X0-2-F1-model_v6,0.097,195,120,10,3,167,20,188,0.0002029,134,0.5833,A0A1E3M407,Q9H7X0,,NAA60,9606
AF-A0A1E3MAF7-F1-model_v4,AF-P69849-F1-model_v6,0.146,116,66,8,2,107,1059,1151,0.02191,91,0.5832,A0A1E3MAF7,P69849,,NOMO3,9606
AF-V5VIJ9-F1-model_v4,AF-P36639-1-F1-model_v6,0.161,155,86,11,1,141,38,162,6.038e-06,148,0.5831,V5VIJ9,P36639,nudH,NUDT1,9606
AF-V5VHJ4-F1-model_v4,AF-Q9Y6H5-2-F1-model_v6,0.154,71,51,2,22,92,84,145,1.966,48,0.583,V5VHJ4,Q9Y6H5,,SNCAIP,9606
AF-Q2FD55-F1-model_v4,AF-Q9UKS6-F1-model_v6,0.204,147,89,4,107,249,130,252,0.0308,98,0.583,Q2FD55,Q9UKS6,emrA,PACSIN3,9606
AF-A0A1E3MAY7-F1-model_v4,AF-O94851-3-F1-model_v6,0.192,151,65,8,369,469,81,224,0.003868,103,0.5829,A0A1E3MAY7,O94851,fadH,MICAL2,9606
AF-A0A1E3M9V8-F1-model_v4,AF-Q147X3-2-F1-model_v6,0.142,189,120,11,101,261,146,320,0.005476,97,0.5829,A0A1E3M9V8,Q147X3,,NAA30,9606
AF-A0A1E3M8X1-F1-model_v4,AF-P29122-7-F1-model_v6,0.156,446,283,24,1,378,39,459,2.419e-16,406,0.5829,A0A1E3M8X1,P29122,,PCSK6,9606
AF-A0A1E3MAX7-F1-model_v4,AF-Q99807-2-F1-model_v6,0.147,190,139,7,36,223,9,177,1.457,62,0.5828,A0A1E3MAX7,Q99807,,COQ7,9606
AF-A0A0Q3NDS4-F1-model_v4,AF-P61011-F1-model_v6,0.173,225,130,16,2,198,97,293,5.064e-06,146,0.5827,A0A0Q3NDS4,P61011,ureG,SRP54,9606
AF-A0A0D8GWU9-F1-model_v4,AF-Q96G46-3-F1-model_v6,0.146,211,113,11,28,201,133,313,0.01266,92,0.5827,A0A0D8GWU9,Q96G46,prpB,DUS3L,9606
AF-A0A1E3MAZ6-F1-model_v4,AF-O95831-F1-model_v6,0.138,456,247,32,1,411,123,477,2.328e-14,344,0.5827,A0A1E3MAZ6,O95831,,AIFM1,9606
AF-A0A1E3M8V3-F1-model_v4,AF-Q9BUP3-3-F1-model_v6,0.146,294,166,16,3,289,55,270,2.015e-08,196,0.5825,A0A1E3M8V3,Q9BUP3,,HTATIP2,9606
AF-A0A1E3MAZ6-F1-model_v4,AF-P31512-F1-model_v6,0.131,455,282,29,5,407,1,394,1.765e-13,314,0.5825,A0A1E3MAZ6,P31512,,FMO4,9606
AF-A0A1E3M8X1-F1-model_v4,AF-P29122-F1-model_v6,0.161,446,281,27,1,378,39,459,7.31e-16,394,0.5823,A0A1E3M8X1,P29122,,PCSK6,9606
AF-A0A059ZM17-F1-model_v4,AF-Q96G46-F1-model_v6,0.125,286,161,22,8,258,304,535,0.02019,78,0.5823,A0A059ZM17,Q96G46,tpiA,DUS3L,9606
AF-A0A0D7R8B4-F1-model_v4,AF-A4D2B8-2-F1-model_v6,0.134,231,148,14,1,216,195,388,1.135e-05,173,0.5822,A0A0D7R8B4,A4D2B8,htpG,PMS2P1,9606
AF-V5VAB5-F1-model_v4,AF-Q8NFF5-F1-model_v6,0.164,262,159,13,1,233,352,582,7.414e-10,231,0.5819,V5VAB5,Q8NFF5,cysH,FLAD1,9606
AF-A0A1E3M6H0-F1-model_v4,AF-Q9P2T1-F1-model_v6,0.113,327,209,18,12,314,49,318,3.1e-06,159,0.5816,A0A1E3M6H0,Q9P2T1,,GMPR2,9606
AF-V5VHJ4-F1-model_v4,AF-Q9Y6H5-5-F1-model_v6,0.154,71,51,2,22,92,84,145,3.347,43,0.5814,V5VHJ4,Q9Y6H5,,SNCAIP,9606
AF-A0A1E3M4F2-F1-model_v4,AF-P27169-F1-model_v6,0.128,421,216,32,63,433,35,354,2.62e-07,184,0.5813,A0A1E3M4F2,P27169,,PON1,9606
AF-V5VA53-F1-model_v4,AF-P11498-F1-model_v6,0.086,104,74,4,40,122,689,792,1.548,40,0.5812,V5VA53,P11498,,PC,9606
AF-A0A5P1UIS2-F1-model_v4,AF-Q8NB37-F1-model_v6,0.112,249,150,13,1,219,9,216,5.561e-08,193,0.5812,A0A5P1UIS2,Q8NB37,,GATD1,9606
AF-A0A090C1W5-F1-model_v4,AF-Q8NB78-F1-model_v6,0.116,248,98,11,20,149,381,625,0.002597,93,0.5812,A0A090C1W5,Q8NB78,,KDM1B,9606
AF-A0A5P1UKT1-F1-model_v4,AF-P56192-2-F1-model_v6,0.123,478,217,20,56,526,262,544,0.0001956,150,0.581,A0A5P1UKT1,P56192,ileS,MARS1,9606
AF-A0A1L5TKQ2-F1-model_v4,AF-Q8NB37-3-F1-model_v6,0.134,223,104,12,2,187,11,181,0.007124,91,0.5807,A0A1L5TKQ2,Q8NB37,,GATD1,9606
AF-V5VFH4-F1-model_v4,AF-Q9H171-4-F1-model_v6,0.108,111,77,3,12,114,2,98,0.02652,102,0.5802,V5VFH4,Q9H171,kdgR,ZBP1,9606
AF-A0A1E3MCM3-F1-model_v4,AF-O95394-F1-model_v6,0.115,608,302,36,5,465,13,531,5.959e-12,285,0.5801,A0A1E3MCM3,O95394,,PGM3,9606
AF-A0A077GHP5-F1-model_v4,AF-A6NNW6-F1-model_v6,0.097,501,269,28,3,327,64,557,0.02283,83,0.5801,A0A077GHP5,A6NNW6,catB,ENO4,9606
AF-V5VHJ4-F1-model_v4,AF-Q9Y6H5-F1-model_v6,0.154,71,51,2,22,92,450,511,2.347,47,0.5801,V5VHJ4,Q9Y6H5,,SNCAIP,9606
AF-V5VDZ0-F1-model_v4,AF-Q96RR1-2-F1-model_v6,0.154,220,137,11,13,203,370,569,0.000152,126,0.5801,V5VDZ0,Q96RR1,recA,TWNK,9606
AF-A0A0H4UH32-F1-model_v4,AF-Q7RTP6-F1-model_v6,0.133,426,221,31,3,347,87,445,3.082e-11,268,0.5799,A0A0H4UH32,Q7RTP6,ubiH,MICAL3,9606
AF-V5VD64-F1-model_v4,AF-Q147X3-F1-model_v6,0.123,81,61,4,57,127,281,361,1.45,44,0.5799,V5VD64,Q147X3,,NAA30,9606
AF-A0A059ZPS8-F1-model_v4,AF-Q9NUB1-3-F1-model_v6,0.109,173,103,9,148,308,19,152,0.004424,88,0.5797,A0A059ZPS8,Q9NUB1,gutB,ACSS1,9606
AF-A0A1E3M4U8-F1-model_v4,AF-Q99807-F1-model_v6,0.117,196,154,7,10,193,1,189,0.02968,117,0.5797,A0A1E3M4U8,Q99807,,COQ7,9606
AF-A0A0D8GQ10-F1-model_v4,AF-O14618-F1-model_v6,0.128,70,59,1,59,128,1,68,0.3009,61,0.5796,A0A0D8GQ10,O14618,,CCS,9606
AF-A0A1L5TTT7-F1-model_v4,AF-Q13470-2-F1-model_v6,0.126,198,118,12,4,185,109,267,0.003226,110,0.5796,A0A1L5TTT7,Q13470,,TNK1,9606
AF-V5VFH4-F1-model_v4,AF-P55265-4-F1-model_v6,0.115,104,85,5,1,98,315,417,0.1273,89,0.5795,V5VFH4,P55265,kdgR,ADAR,9606
AF-A0A1L5TQZ7-F1-model_v4,AF-Q13131-F1-model_v6,0.074,54,42,3,5,54,412,461,7.795,31,0.5795,A0A1L5TQZ7,Q13131,,PRKAA1,9606
AF-A0A0H4V180-F1-model_v4,AF-Q8IZA0-3-F1-model_v6,0.138,101,70,8,42,138,137,224,0.03348,92,0.5794,A0A0H4V180,Q8IZA0,,KIAA0319L,9606
AF-A0A1L5TQZ7-F1-model_v4,AF-Q13131-2-F1-model_v6,0.074,54,42,3,5,54,427,476,7.299,31,0.5794,A0A1L5TQZ7,Q13131,,PRKAA1,9606
AF-A0A1E3M1Y9-F1-model_v4,AF-Q9H6X2-F1-model_v6,0.1,80,62,6,23,95,221,297,3.834,45,0.5793,A0A1E3M1Y9,Q9H6X2,,ANTXR1,9606
AF-V5VBP3-F1-model_v4,AF-Q9Y2Z2-F1-model_v6,0.29,62,37,2,1,55,10,71,0.2421,59,0.5791,V5VBP3,Q9Y2Z2,gpsA,MTO1,9606
AF-A0A1E3M2Y8-F1-model_v4,AF-Q13825-2-F1-model_v6,0.147,345,187,11,1,339,65,308,7.913e-08,231,0.5791,A0A1E3M2Y8,Q13825,,AUH,9606
AF-A0A059ZFC7-F1-model_v4,AF-Q9H078-2-F1-model_v6,0.211,592,294,25,291,751,106,655,4.428999999999999e-22,643,0.579,A0A059ZFC7,Q9H078,clpA,CLPB,9606
AF-A0A1E3M3H7-F1-model_v4,AF-Q9Y600-2-F1-model_v6,0.116,368,209,19,90,391,25,342,9.129e-08,178,0.579,A0A1E3M3H7,Q9Y600,metZ,CSAD,9606
AF-V5V9L9-F1-model_v4,AF-Q8WXI4-F1-model_v6,0.088,306,220,20,15,281,39,324,5.903e-08,204,0.5788,V5V9L9,Q8WXI4,tesB,ACOT11,9606
AF-A0A1E3MBG5-F1-model_v4,AF-P56192-F1-model_v6,0.145,997,482,49,1,951,216,888,3.927e-18,506,0.5788,A0A1E3MBG5,P56192,valS,MARS1,9606
AF-A0A1E3M1P0-F1-model_v4,AF-Q6UB35-F1-model_v6,0.115,95,53,7,7,93,219,290,1.208,45,0.5785,A0A1E3M1P0,Q6UB35,,MTHFD1L,9606
AF-A0A1E3M865-F1-model_v4,AF-O14717-2-F1-model_v6,0.098,81,62,6,149,224,3,77,0.3881,52,0.5784,A0A1E3M865,O14717,,TRDMT1,9606
AF-G1CBN7-F1-model_v4,AF-P15848-2-F1-model_v6,0.12,405,234,27,209,537,12,370,6.814e-07,204,0.5784,G1CBN7,P15848,,ARSB,9606
AF-A0A1E3M7T6-F1-model_v4,AF-P11498-2-F1-model_v6,0.119,117,81,8,1,110,37,138,0.05049,76,0.5783,A0A1E3M7T6,P11498,,PC,9606
AF-V5VDP9-F1-model_v4,AF-Q8WXI4-2-F1-model_v6,0.1,169,115,11,4,146,425,582,0.01204,95,0.5781,V5VDP9,Q8WXI4,,ACOT11,9606
AF-H6VX74-F1-model_v4,AF-P55265-3-F1-model_v6,0.122,90,60,5,144,230,128,201,1.082,50,0.5781,H6VX74,P55265,tniCb,ADAR,9606
AF-V5VEM0-F1-model_v4,AF-P45954-F1-model_v6,0.084,119,80,4,18,112,294,407,8.335,39,0.5778,V5VEM0,P45954,,ACADSB,9606
AF-V5VG33-F1-model_v4,AF-Q6ZV29-3-F1-model_v6,0.105,265,145,12,4,256,731,915,0.0766,67,0.5777,V5VG33,Q6ZV29,minD,PNPLA7,9606
AF-A0A1E3M7P9-F1-model_v4,AF-O00217-F1-model_v6,0.259,77,38,5,9,72,111,181,0.1509,61,0.5777,A0A1E3M7P9,O00217,,NDUFS8,9606
AF-V5VAH2-F1-model_v4,AF-P50990-3-F1-model_v6,0.17,529,319,25,62,534,1,465,8.984e-20,573,0.5777,V5VAH2,P50990,groL,CCT8,9606
AF-V5VBP3-F1-model_v4,AF-Q9Y2Z2-4-F1-model_v6,0.29,55,39,0,1,55,17,71,0.2294,61,0.5777,V5VBP3,Q9Y2Z2,gpsA,MTO1,9606
AF-V5VFH4-F1-model_v4,AF-P55265-F1-model_v6,0.115,104,85,5,1,98,272,374,0.2492,80,0.5775,V5VFH4,P55265,kdgR,ADAR,9606
AF-A0A1E3M7A9-F1-model_v4,AF-O00408-4-F1-model_v6,0.131,229,155,10,2,208,372,578,0.003438,106,0.5773,A0A1E3M7A9,O00408,,PDE2A,9606
AF-A0A1E3M7A9-F1-model_v4,AF-O00408-3-F1-model_v6,0.131,229,155,10,2,208,374,580,0.00218,111,0.5771,A0A1E3M7A9,O00408,,PDE2A,9606
AF-A0A059ZGG1-F1-model_v4,AF-Q9UGM6-2-F1-model_v6,0.166,246,125,11,2,237,34,209,0.005978,106,0.577,A0A059ZGG1,Q9UGM6,gltX,WARS2,9606
AF-A0A059ZFC7-F1-model_v4,AF-Q9H078-F1-model_v6,0.203,620,295,25,291,751,106,685,4.659e-22,639,0.5768,A0A059ZFC7,Q9H078,clpA,CLPB,9606
AF-A0A1E3M7U6-F1-model_v4,AF-P60842-F1-model_v6,0.146,484,251,27,196,626,18,392,9.434e-10,239,0.5768,A0A1E3M7U6,P60842,priA,EIF4A1,9606
AF-A0A1E3MAE7-F1-model_v4,AF-Q96MZ0-F1-model_v6,0.132,121,58,7,1,116,46,124,0.6157,52,0.5767,A0A1E3MAE7,Q96MZ0,,GDAP1L1,9606
AF-A0A1E3M2E5-F1-model_v4,AF-P15559-3-F1-model_v6,0.129,216,121,12,2,194,4,175,0.003394,98,0.5766,A0A1E3M2E5,P15559,azoR,NQO1,9606
AF-V5VDQ1-F1-model_v4,AF-Q9H607-F1-model_v6,0.153,78,55,4,1,77,156,223,7.569,36,0.5766,V5VDQ1,Q9H607,,OCEL1,9606
AF-A0A1E3M660-F1-model_v4,AF-A8MWK0-F1-model_v6,0.155,347,236,21,9,324,150,470,6.087e-07,238,0.5766,A0A1E3M660,A8MWK0,,FADS2B,9606
AF-G1CBN7-F1-model_v4,AF-Q5H8A4-4-F1-model_v6,0.138,368,204,26,209,539,39,330,3.362e-06,182,0.5765,G1CBN7,Q5H8A4,,PIGG,9606
AF-A0A1E3M981-F1-model_v4,AF-P39060-2-F1-model_v6,0.117,213,140,16,60,234,29,231,0.0001564,127,0.5764,A0A1E3M981,P39060,,COL18A1,9606
AF-A0A1E3M7G0-F1-model_v4,AF-P37287-3-F1-model_v6,0.155,180,126,12,264,428,6,174,0.0007357,107,0.5764,A0A1E3M7G0,P37287,,PIGA,9606
AF-V5VID9-F1-model_v4,AF-Q9H078-5-F1-model_v6,0.158,416,249,22,41,416,119,473,9.117e-12,295,0.5763,V5VID9,Q9H078,clpX,CLPB,9606
AF-A0A1E3M759-F1-model_v4,AF-P36639-2-F1-model_v6,0.134,141,99,9,1,133,7,132,0.0003072,116,0.5761,A0A1E3M759,P36639,,NUDT1,9606
AF-V5RDS8-F1-model_v4,AF-Q9P2T1-3-F1-model_v6,0.125,399,187,21,45,383,17,313,2.658e-07,186,0.5759,V5RDS8,Q9P2T1,lldD,GMPR2,9606
AF-V5VA53-F1-model_v4,AF-Q96G46-3-F1-model_v6,0.076,143,86,8,25,126,140,277,8.298,29,0.5754,V5VA53,Q96G46,,DUS3L,9606
AF-A0A1E3M995-F1-model_v4,AF-Q8TF17-4-F1-model_v6,0.172,180,120,6,1,169,280,441,1.334,66,0.5754,A0A1E3M995,Q8TF17,,SH3TC2,9606
AF-A0A7U4X5D6-F1-model_v4,AF-Q03154-3-F1-model_v6,0.127,509,249,29,1,486,1,337,3.408e-08,192,0.5751,A0A7U4X5D6,Q03154,,ACY1,9606
AF-V5VBE1-F1-model_v4,AF-Q06609-4-F1-model_v6,0.107,355,242,19,150,470,26,339,2.545e-10,294,0.5749,V5VBE1,Q06609,dnaB,RAD51,9606
AF-A0A7U4X7F2-F1-model_v4,AF-Q9H974-3-F1-model_v6,0.122,172,118,12,11,162,7,165,0.7652,60,0.5748,A0A7U4X7F2,Q9H974,,QTRT2,9606
AF-V5VIU6-F1-model_v4,AF-Q9NSK7-1-F1-model_v6,0.222,63,49,0,7,69,15,77,2.039,54,0.5748,V5VIU6,Q9NSK7,,C19orf12,9606
AF-A0A059ZG36-F1-model_v4,AF-Q9H078-5-F1-model_v6,0.123,315,181,19,58,293,144,442,1.357e-05,155,0.5746,A0A059ZG36,Q9H078,,CLPB,9606
AF-A0A1E3M395-F1-model_v4,AF-Q6UB35-2-F1-model_v6,0.102,78,51,3,408,481,84,146,2.743,41,0.5746,A0A1E3M395,Q6UB35,,MTHFD1L,9606
AF-A0A1E3M4Q3-F1-model_v4,AF-Q6IA86-4-F1-model_v6,0.114,392,240,36,81,407,87,436,9.827e-07,186,0.5744,A0A1E3M4Q3,Q6IA86,,ELP2,9606
AF-A0A1E3M5M0-F1-model_v4,AF-Q8N5C6-F1-model_v6,0.13,92,66,6,35,118,910,995,0.02473,92,0.5743,A0A1E3M5M0,Q8N5C6,,SRBD1,9606
AF-A0A0G4QU74-F1-model_v4,AF-P11498-2-F1-model_v6,0.073,41,34,4,107,146,29,66,2.6,31,0.5742,A0A0G4QU74,P11498,rlmB_1,PC,9606
AF-V5RCV3-F1-model_v4,AF-Q10471-2-F1-model_v6,0.112,169,93,8,2,163,47,165,0.02944,73,0.5742,V5RCV3,Q10471,galU,GALNT2,9606
AF-A0A1E3M5N9-F1-model_v4,AF-Q8NHS2-F1-model_v6,0.102,457,300,33,100,496,3,409,5.896e-13,308,0.5742,A0A1E3M5N9,Q8NHS2,,GOT1L1,9606
AF-V5VDG9-F1-model_v4,AF-Q147X3-F1-model_v6,0.115,173,117,12,22,182,212,360,0.001995,102,0.5739,V5VDG9,Q147X3,mbtK,NAA30,9606
AF-A0A1E3M8N3-F1-model_v4,AF-Q9H171-6-F1-model_v6,0.083,72,57,2,24,95,12,74,0.3593,60,0.5738,A0A1E3M8N3,Q9H171,,ZBP1,9606
AF-A0A7U4WMX5-F1-model_v4,AF-O60869-2-F1-model_v6,0.172,110,75,3,83,176,30,139,0.0365,102,0.5737,A0A7U4WMX5,O60869,,EDF1,9606
AF-A0A7U4ZZV2-F1-model_v4,AF-Q149N8-2-F1-model_v6,0.053,93,66,5,9,81,312,402,8.684,30,0.5737,A0A7U4ZZV2,Q149N8,,SHPRH,9606
AF-A0A0D5YC66-F1-model_v4,AF-O75648-2-F1-model_v6,0.09,122,77,7,1,89,5,125,0.9413,49,0.5736,A0A0D5YC66,O75648,fmt,TRMU,9606
